회사명,거래소코드,회계년도,매출액(수익)(*)(IFRS),매출액(수익)(*)(IFRS연결),매출원가(*)(IFRS),매출원가(*)(IFRS연결),당기순이익(손실)(IFRS),당기순이익(손실)(IFRS연결),자본(*)(IFRS),자본(*)(IFRS연결),자산(*)(IFRS),자산(*)(IFRS연결),영업이익개별,영업이익연결
(주)경동인베스트,12320,Dec-11,1806174764,1847666903,1697470671,1739469751,50053289,30327559,412912132,407862543,941176098,1001490869,55958306,35856992
(주)경동인베스트,12320,Dec-12,2403814656,2502642394,2292736954,2381579037,56917580,42879202,468921996,446509347,1168400020,1209924561,51501974,49896944
(주)경동인베스트,12320,Dec-13,2664100017,2788264380,2552976223,2659198011,46253877,49841905,516833582,498740561,1161427092,1205008353,46688406,50540286
(주)경동인베스트,12320,Dec-14,2399450987,2603059058,2293899450,2470957525,44839494,75930406,560802056,607451423,1101071366,1320789066,37837347,47933045
(주)경동인베스트,12320,Dec-15,1352478311,1604168482,1263722829,1520436435,-6095609,-21251390,548528455,576479441,926392697,1167819522,18397933,-13298186
(주)경동인베스트,12320,Dec-16,1021002691,1181902637,924418543,1064804018,16356641,19132415,556247783,587924566,903818865,1126122628,23543293,28667528
(주)경동인베스트,12320,Dec-17,612436,195069859,0,140724518,7248447,51930860,309789000,400403090,318031347,599276331,-2256859,36380462
(주)경동인베스트,12320,Dec-18,7460898,228644016,3635575,171130400,1574966,29827973,310422538,397867310,318776653,592002536,-161815,39212613
(주)경동인베스트,12320,Dec-19,8641051,271765025,3929209,223338232,-917643,8856009,308309156,414533638,316572482,605467383,-95606,21959506
(주)경동인베스트,12320,Dec-20,7700621,310532988,2596565,267702055,1309750,16483709,305525940,430745334,306973265,589277835,467407,19465611
(주)경방,50,Dec-10,277727642,339355972,222076044,233166690,23831171,20060632,680065508,632800486,1308628573,1328917440,49768260,48084806
(주)경방,50,Dec-11,275746943,348136369,246411496,258814443,-1822388,-1131177,676624221,629704391,1331930968,1352324332,21404672,22188217
(주)경방,50,Dec-12,265409209,333620804,250600103,260837041,-7074187,-7910168,669735441,620704205,1301719900,1335039930,8240615,7253942
(주)경방,50,Dec-13,264782077,347189559,223418883,251468225,15103835,14574395,685569176,636438555,1261257414,1296989142,35902114,36031739
(주)경방,50,Dec-14,256979444,329036023,209067504,238357806,14235818,11488471,651570419,647668814,1275008413,1301841379,32095523,30618157
(주)경방,50,Dec-15,307744480,357628146,209467360,255868653,21604723,16692163,671770865,662952918,1259512344,1318643312,38629926,38961511
(주)경방,50,Dec-16,313876822,377445013,210095763,268352680,30977743,29474988,690245544,679843399,1237024388,1301910960,42576775,43436569
(주)경방,50,Dec-17,288103985,360788750,188372022,253442168,25679379,25315361,710964923,699134073,1199063663,1274042237,39411167,42309232
(주)경방,50,Dec-18,279085217,351438926,177815403,244043108,29198252,20189241,729185709,708769347,1226545382,1301792841,38971835,40979751
(주)경방,50,Dec-19,253552382,343892085,151563044,244396020,22223943,43621631,740731873,741553199,1296265431,1370742491,38966423,32020531
(주)경방,50,Dec-20,226061886,329224741,129916804,232398638,26011323,13025703,759469891,741929808,1212393834,1264902051,25369343,21853997
(주)경보제약,214390,Dec-15,178032632,,129475387,,26109623,,122817151,,195488457,,25632335,0
(주)경보제약,214390,Dec-16,186726170,,142622767,,12705930,,129402340,,203735980,,15594226,0
(주)경보제약,214390,Dec-17,191661374,,137038683,,17963310,,141509596,,204869399,,24586649,0
(주)경보제약,214390,Dec-18,201343596,,152082417,,13116049,,149012165,,221622993,,17266575,0
(주)경보제약,214390,Dec-19,191706189,,150990036,,5285239,,149163504,,237816742,,6194073,0
(주)경보제약,214390,Dec-20,215285095,,162820355,,9404446,,156056794,,253239177,,8661432,0
(주)경인양행,12610,Dec-10,149007816,267600679,129714312,227505749,3367162,8279011,157685148,176138097,250809034,321754900,700784,10380520
(주)경인양행,12610,Dec-11,128707611,233095049,109831813,198818643,2788642,2886360,158882273,176292506,245825940,319596954,1876257,6353143
(주)경인양행,12610,Dec-12,141304459,218604655,120613769,190167857,4475441,2093491,162112825,174988685,241045608,287452678,3006834,3641266
(주)경인양행,12610,Dec-13,183106757,260808400,147883856,217483383,12327177,10215710,178074513,189744314,274570963,316944796,12078063,11145942
(주)경인양행,12610,Dec-14,190395047,277181095,153646031,228191361,9090269,10148247,186433506,198238667,267331084,313039125,10970586,14093165
(주)경인양행,12610,Dec-15,175006703,263163677,148385606,220123025,107330,3670895,185903130,201125304,273778266,326687437,74687,6718133
(주)경인양행,12610,Dec-16,179267850,274873817,150776725,228042128,3724987,6837522,191021720,208293196,290035389,344298515,2198153,10577182
(주)경인양행,12610,Dec-17,193975818,299987729,164845854,252841704,531273,4779249,190844102,210934933,296909084,357951470,159204,7364796
(주)경인양행,12610,Dec-18,222659442,331102011,169805543,255365574,7419717,13801882,198237400,223759383,344908257,412996589,11975046,19691168
(주)경인양행,12610,Dec-19,245244968,358802386,188265694,274054354,4797711,16372880,201086327,237433141,381063538,472081003,14176378,23555056
(주)경인양행,12610,Dec-20,214380449,329312078,173340842,260748524,-10222700,-7581553,191584529,228381756,386097816,505102151,-5436686,3369847
(주)고려시멘트,198440,Dec-14,,,,,,,,,,,0,0
(주)고려시멘트,198440,Dec-15,,,,,,,,,,,0,0
(주)고려시멘트,198440,Dec-16,,,,,,,,,,,0,0
(주)고려시멘트,198440,Dec-17,87660276,,75974602,,1003761,,77394108,,115881620,,3017621,0
(주)고려시멘트,198440,Dec-18,85775723,,73108112,,4645869,,86510962,,127536833,,3837563,0
(주)고려시멘트,198440,Dec-19,70921781,,65599490,,3396444,,88445378,,127035573,,-459627,0
(주)고려시멘트,198440,Dec-20,70182711,,62037927,,4445204,,92362134,,115337527,,4280746,0
(주)고바이오랩,348150,Dec-20,4591485,4591485,1949490,1949490,-56315205,-55072387,54133946,55390674,55675224,58537097,-10213856,-12344974
(주)고영테크놀러지,98460,Dec-10,71207683,72956931,29644170,30102283,15223139,16267441,54992891,55153968,69471782,70677514,19485265,20490535
(주)고영테크놀러지,98460,Dec-11,80200892,86130810,34339828,36970902,16580579,15634438,70382391,69622726,87017886,87006201,19597520,18820907
(주)고영테크놀러지,98460,Dec-12,100791139,107841666,46250331,46349851,14836215,15221925,84090906,83401095,103019642,103351965,20358471,21443285
(주)고영테크놀러지,98460,Dec-13,103933681,111902729,48746666,49977494,14816762,13933294,100051693,98319609,121329325,120951617,17778872,16773438
(주)고영테크놀러지,98460,Dec-14,135531589,142840131,61382298,60262407,22775832,22111066,118348519,115835240,141873467,141720465,27729256,28155311
(주)고영테크놀러지,98460,Dec-15,138554625,145904431,56961633,56896177,23271756,23530903,133570714,131475647,160170850,158857627,26172507,23449593
(주)고영테크놀러지,98460,Dec-16,153254768,171793841,61186100,63856136,28063238,29723733,157572806,157267580,194332855,195121241,31039820,33184488
(주)고영테크놀러지,98460,Dec-17,188934907,203368626,73639302,71899522,28907302,26734105,164836232,161317171,205696350,205207385,45513085,43748905
(주)고영테크놀러지,98460,Dec-18,219818022,238208865,88093203,89336707,42430216,42309672,229271175,225866639,279985447,279059436,46196834,45983317
(주)고영테크놀러지,98460,Dec-19,209480760,222057035,81602341,80865005,34702997,29559680,252020628,243668528,308020011,305481184,40057965,33331312
(주)고영테크놀러지,98460,Dec-20,157077647,179545134,63321096,66422475,7447169,9161038,252662621,246058103,303115486,302574461,13572990,15842903
(주)골드앤에스,35290,Dec-10,50487261,50487261,36340786,35851526,-8867129,-8960678,21707836,21631006,44315266,45047091,-8191504,-8206248
(주)골드앤에스,35290,Dec-11,47522791,47522791,33020367,32544786,1101095,1002287,22637807,22436829,46347129,46677146,1392408,1295339
(주)골드앤에스,35290,Dec-12,43889087,43889087,31475407,31012456,-6036290,-6467495,26252682,25517817,51062616,51950606,-2363141,-2330875
(주)골드앤에스,35290,Dec-13,36607591,39548810,26382626,28127986,-16378087,-16837473,9813150,13127355,34508798,51442505,-4982102,-6493109
(주)골드앤에스,35290,Dec-14,29428881,31287203,21706823,23453716,-8058617,-9319175,9084260,12082621,28884288,46528474,-2318778,-3079598
(주)골드앤에스,35290,Dec-15,22197935,22197935,15542053,15199451,-9396462,-9502547,14991660,15160254,23597566,24102094,1062021,1143767
(주)골드앤에스,35290,Dec-16,15893494,15893494,9636887,9347753,388207,390367,14102143,14268527,18296141,18671644,389642,402070
(주)골드앤에스,35290,Dec-17,12802035,12802035,8220762,8002687,-8062623,-7975875,13104737,13346076,16994788,17173934,-3690117,-3694042
(주)골드앤에스,35290,Dec-18,8680452,8680452,4348267,4405757,-4045846,-4380399,13867013,13779569,42472631,42472631,-4559128,-4667030
(주)골드앤에스,35290,Dec-19,7642733,7642733,6293120,6293120,-24883215,-24883278,-5001092,-5091573,16096170,16096170,-7142117,-7142117
(주)골드앤에스,35290,Dec-20,4138760,4138760,1042913,1042913,1635730,1635730,14488649,14398168,20634172,20634172,-2343112,-2343112
(주)골드퍼시픽,38530,Dec-10,10718074,,7711690,,347774,,21073186,,23114875,,519392,0
(주)골드퍼시픽,38530,Dec-11,11236925,,6637040,,990336,,21829724,,27473520,,1726131,0
(주)골드퍼시픽,38530,Dec-12,10491048,,7335464,,254546,,22928402,,29861540,,726902,0
(주)골드퍼시픽,38530,Dec-13,6488691,7167832,7623009,8242393,-8455942,-9381353,17116411,16190999,30517744,33687572,-5584539,-6137582
(주)골드퍼시픽,38530,Dec-14,4855121,16486257,8095405,17957521,-7306525,-7390326,16902289,16567915,31936409,41948832,-5975388,-5819314
(주)골드퍼시픽,38530,Dec-15,6121489,18635305,8377506,19680341,-12525668,-10215946,20115559,21193149,27495738,28573328,-8197750,-8243124
(주)골드퍼시픽,38530,Dec-16,9588100,,8116354,,-23433498,,1889641,,11122066,,-8525119,0
(주)골드퍼시픽,38530,Dec-17,5031439,,1988881,,-965087,,5364494,,26567967,,937597,0
(주)골드퍼시픽,38530,Dec-18,5580994,5708281,1408824,1408824,-4380343,-4471963,20086698,20086698,37288362,37825442,-506240,-904003
(주)골드퍼시픽,38530,Dec-19,11323125,,8029376,,-31603970,,21069318,,72945743,,-3421041,0
(주)골드퍼시픽,38530,Dec-20,14335385,,8875068,,-1498118,,59737820,,71420104,,684967,0
(주)골프존,215000,Dec-15,184085342,201560389,60628407,80622893,33262807,36533155,105063093,108853909,171629353,178132253,47628136,49582444
(주)골프존,215000,Dec-16,196864993,216964342,75591746,87427908,35913366,36536248,115886579,120648626,177635830,187914226,43961456,45442469
(주)골프존,215000,Dec-17,171859065,200105321,61708564,69036405,75544308,79392004,181394935,189381881,239011847,253672419,33528809,37457577
(주)골프존,215000,Dec-18,191571105,198705194,77184826,77580938,21663391,20419449,197436844,194919561,254578679,254057808,29085694,28160266
(주)골프존,215000,Dec-19,239051647,247018099,96463711,93859565,19704546,16213888,205529589,200042879,304860836,312587283,36199058,32297495
(주)골프존,215000,Dec-20,281031445,298524085,114262020,111875928,36329008,37497361,228577113,225570692,348043074,367293667,51582977,51572914
(주)골프존뉴딘홀딩스,121440,Dec-11,209788389,215793737,101810790,100364106,47591974,46487063,348104397,348968757,373246120,378054302,54711940,54442031
(주)골프존뉴딘홀딩스,121440,Dec-12,276341690,289629366,119729808,131624220,72099265,73354594,410999847,411636973,512614848,540922890,73882042,69002648
(주)골프존뉴딘홀딩스,121440,Dec-13,340005073,365126358,153062630,186981066,4493226,2803470,427556455,424543916,589946855,637840057,84447682,80489157
(주)골프존뉴딘홀딩스,121440,Dec-14,387066126,429589619,171180827,219364035,63571492,79234486,473636026,486385956,586599347,762037240,101367117,102393716
(주)골프존뉴딘홀딩스,121440,Dec-15,29389093,164536448,7714195,109081059,890006593,871101274,551703320,551360423,585663015,767325175,-13803824,-9349583
(주)골프존뉴딘홀딩스,121440,Dec-16,27652102,243275475,512580,126201483,-20255655,2876449,506841449,528087415,561892958,760772930,-5563087,37005985
(주)골프존뉴딘홀딩스,121440,Dec-17,23499543,213756902,681186,112978779,-21778628,-21585123,480074463,500912642,536244772,756500949,-6824300,18422625
(주)골프존뉴딘홀딩스,121440,Dec-18,16100354,223036801,630040,129202466,-7653686,-7527390,484480922,485969871,563387103,774743339,-11005550,1114232
(주)골프존뉴딘홀딩스,121440,Dec-19,26897482,228935651,25361094,140609926,-30341791,-34848135,450069457,447197508,537526345,776384700,-17956208,-3625436
(주)골프존뉴딘홀딩스,121440,Dec-20,57481004,292025578,4108743,175867742,27193646,28481672,468244376,469481392,562128924,795768970,36116411,29999994
(주)광림,14200,Dec-10,93434519,,77705430,,2168624,,55002116,,110345912,,3477844,0
(주)광림,14200,Dec-11,106495363,,89277042,,2583332,,56677106,,86353051,,5263610,0
(주)광림,14200,Dec-12,85322569,,74514327,,586385,,63502275,,89766075,,1321581,0
(주)광림,14200,Dec-13,103442134,,89450125,,1630750,,64796802,,101592603,,3310917,0
(주)광림,14200,Dec-14,92553612,231446314,79081364,175450887,1137559,-237860,66259380,128970849,120284256,244886480,1910653,2185491
(주)광림,14200,Dec-15,237222890,,178239093,,9223597,,80899308,,146338755,,1326667,0
(주)광림,14200,Dec-16,87302967,87302967,75002299,75002299,437352,-1896521,90221084,113505965,152080347,229596737,171774,171774
(주)광림,14200,Dec-17,99421336,135191558,84130277,131160374,86196134,-23602051,176556237,107690687,369582323,208058303,2304157,-12369550
(주)광림,14200,Dec-18,75493055,136595300,62505909,122536264,-58294056,-28445678,120931215,90075229,236379465,187812629,2202923,-1044495
(주)광림,14200,Dec-19,93241157,145864184,78615222,134964602,-68290742,-14006972,60749234,90772137,193568854,252468254,3819332,-10983156
(주)광림,14200,Dec-20,104253227,161220310,86386218,137114490,-10061099,-23823893,148097628,81613304,234833331,212123388,8224562,8844914
(주)광명전기,17040,Dec-10,68250250,103512739,61508629,89902685,-231240,254176,52410098,60146533,91484700,115957584,2176137,3414210
(주)광명전기,17040,Dec-11,57967857,92382628,51994278,81102005,-75153,-1825104,56987613,62936103,99992644,123886511,1483791,496117
(주)광명전기,17040,Dec-12,79318302,117216514,70522943,102591227,-1564026,407617,55136666,62992204,104218586,131064345,3566142,4187751
(주)광명전기,17040,Dec-13,90344376,117852824,76118777,98728241,5301060,6473480,60793004,69847678,105483729,120910764,8443372,10781483
(주)광명전기,17040,Dec-14,115801471,134778387,100019085,114780200,6978508,9107331,67539909,78696030,119791644,138580023,10270079,12461661
(주)광명전기,17040,Dec-15,93000177,116316957,83525805,98659704,3442541,8891002,71275955,87829336,107719518,131457603,3839499,9342095
(주)광명전기,17040,Dec-16,96931493,96942911,87560184,87732377,15612709,11593891,86335358,98063360,125405290,146859319,3818918,3616734
(주)광명전기,17040,Dec-17,105083042,101561159,95422477,92454439,-1349854,-2043260,85430878,96648221,128881408,152717140,3754872,2197753
(주)광명전기,17040,Dec-18,96949804,114110654,87318774,103304003,3182514,2718092,87989865,98748349,124159091,151823119,2970976,3257516
(주)광명전기,17040,Dec-19,125009206,131864294,111565450,117038701,6470387,7118200,94186043,105398860,140591786,156712705,7313079,7985837
(주)광명전기,17040,Dec-20,112536086,123548325,101557058,112292554,4892166,4529827,98896645,109787206,149581712,165884690,4730459,4237433
(주)광무,29480,Dec-10,80284671,81747132,61972719,62980133,-1612170,-14977960,61613923,48998701,118110114,106045148,3016953,3131490
(주)광무,29480,Dec-11,50359203,51755052,40419633,42251012,-51537196,-50127229,49296267,37831616,85836111,75946478,-11400527,-13535610
(주)광무,29480,Dec-12,40406860,41178683,33220101,33757502,-15113066,-10689029,36518143,29507217,60163490,55788602,-5614534,-5776949
(주)광무,29480,Dec-13,10105219,20534276,10221619,22621739,-33154332,-28721377,11346800,8786699,28890332,35384615,-6899306,-13904970
(주)광무,29480,Dec-14,38409667,,31532738,,-859721,,8505450,,27862528,,1422352,0
(주)광무,29480,Dec-15,17648493,,13652964,,-2727754,,7744452,,21133216,,-620363,0
(주)광무,29480,Dec-16,26429957,,21752231,,95615,,8053231,,29089768,,1294011,0
(주)광무,29480,Dec-17,21540953,,17503183,,-3352682,,13552175,,28950503,,199525,0
(주)광무,29480,Dec-18,20707286,23074941,17118006,17769834,-4875184,-5120760,9695091,10729216,26017306,28431748,-671966,-1335245
(주)광무,29480,Dec-19,25244176,36483979,20873726,21870776,-6275093,-6421201,22202195,22844122,57156720,63139837,-2260048,-3012624
(주)광무,29480,Dec-20,25006895,25175823,22230097,22385396,-19141822,-19325974,24203641,24221981,37073488,38625151,-3068879,-3573279
(주)광주신세계,37710,Dec-10,207799414,,77887068,,44346558,,260459626,,327433751,,50643373,0
(주)광주신세계,37710,Dec-11,219613514,,80698060,,52281979,,310214632,,380753715,,58896505,0
(주)광주신세계,37710,Dec-12,213803173,,76996157,,53769536,,361615843,,430662968,,58185713,0
(주)광주신세계,37710,Dec-13,206606675,,73016518,,48569715,,408690826,,656355808,,55981723,0
